Temperature,Heartbeat Rate,Steps Taken,Health Status
38.49,95,3734,0
40.26,83,2649,0
39.63,89,3435,0
38.67,91,2689,0
38.28,81,3321,0
38.11,54,3069,0
37.49,86,2167,0
38.28,116,3474,0
38.53,89,2546,0
37.99,65,2352,0
38.16,88,3484,0
39.13,78,2639,0
38.23,75,3045,0
39.48,108,2039,0
38.82,70,2327,0
39.47,98,3149,0
38.67,104,3271,0
37.7,113,3025,0
40.33,107,3735,0
38.11,96,3307,0
38.62,84,2542,0
38.91,98,3034,0
38.9,79,2985,0
36.48,74,2882,0
38.56,70,3041,0
37.74,99,2960,0
38.28,84,2949,0
38.41,96,2791,0
37.34,64,2555,0
40.45,100,3519,0
38.28,86,2815,0
39.15,79,2720,0
37.58,87,2827,0
39.38,103,2959,0
38.68,80,2618,0
37.11,65,2631,0
38.71,103,3320,0
39.24,110,4172,0
38.45,83,2723,0
38.79,72,2864,0
38.36,96,2229,0
38.4,89,3297,0
38.98,95,3240,0
38.72,74,2493,0
37.85,98,2616,0
38.3,86,3075,0
37.93,63,2722,0
39.27,113,2765,0
38.39,82,3413,0
38.25,111,3372,0
38.4,126,4023,0
38.18,68,4549,0
39.03,46,3689,0
39.72,98,2315,0
38.92,85,2978,0
39.12,89,3888,0
39.4,109,4025,0
37.54,87,2659,0
38.56,106,3117,0
38.15,113,2747,0
38.03,63,2103,0
37.68,74,2513,0
39.42,88,3185,0
38.18,110,3365,0
39.16,85,3559,0
38.96,72,2250,0
38.22,73,3177,0
38.82,74,3833,0
38.54,98,3450,0
38.98,88,2870,0
38.12,80,2961,0
38.82,91,3096,0
38.94,93,3089,0
39.46,86,3193,0
37.37,81,2665,0
38.61,85,2651,0
38.77,84,2208,0
38.53,90,2762,0
38.48,109,3381,0
38.16,79,2623,0
38.55,88,3555,0
38.86,81,3300,0
39.33,76,3382,0
38.3,90,2789,0
38.58,117,3207,0
38.5,89,2666,0
38.8,94,3018,0
39.43,122,3232,0
38.49,89,3545,0
37.63,84,2411,0
37.91,90,2082,0
37.84,96,3285,0
39.07,78,2992,0
38.46,87,3445,0
37.82,66,1895,0
39.26,90,2997,0
38.52,87,2918,0
37.78,63,1955,0
38.63,107,3593,0
39.6,125,3293,0
38.13,84,2723,0
36.42,79,2203,0
37.93,87,3136,0
37.43,71,2349,0
37.88,84,2517,0
38.65,98,3053,0
38.37,88,3416,0
39.97,112,3107,0
38.51,96,3740,0
38.74,80,2830,0
38.9,90,2858,0
38.41,96,1792,0
38.04,74,2747,0
37.9,101,3122,0
38.05,105,3875,0
37.21,85,3562,0
37.64,74,2713,0
38.89,91,2610,0
37.87,104,3358,0
39.08,108,3426,0
37.89,97,2638,0
38.34,83,3379,0
38.44,100,3158,0
38.89,94,2492,0
38.6,92,2135,0
38.23,104,2536,0
38.19,100,3441,0
38.47,97,3548,0
38.06,77,2667,0
38.47,49,2340,0
38.08,74,3294,0
37.07,86,2554,0
39.22,54,3493,0
38.63,98,2801,0
39.31,94,3222,0
39.04,63,2868,0
38.79,101,3638,0
39.63,85,3444,0
39.33,86,3941,0
38.23,97,2804,0
38.12,114,2199,0
37.84,90,2945,0
37.95,89,2866,0
39.1,107,3626,0
38.14,97,2349,0
40.05,97,2807,0
38.24,65,2879,0
38.76,96,2992,0
37.62,92,1966,0
37.7,84,2297,0
38.32,95,2885,0
36.21,78,1890,0
38.99,97,2855,0
38.49,90,3511,0
38.37,120,3030,0
39.25,113,3872,0
38.66,71,3783,0
39.21,73,2628,0
38.33,100,2274,0
38.33,96,3123,0
39.08,86,2512,0
39.21,94,3710,0
37.69,84,2817,0
37.8,94,3304,0
38.41,99,2563,0
38.83,86,3485,0
39.08,81,1987,0
39.48,81,3526,0
39.34,94,3298,0
37.35,97,3107,0
38.85,109,4496,0
38.31,68,2176,0
39.67,99,3677,0
39.33,83,2897,0
38.47,98,3221,0
38.33,79,3577,0
38.76,111,2860,0
38.29,62,3231,0
38.7,118,3079,0
39.54,103,2920,0
38.13,105,2712,0
39.91,107,3246,0
38.2,94,4052,0
37.57,96,3537,0
39.76,127,3997,0
37.54,99,3808,0
38.28,87,2660,0
38.81,121,3203,0
38.49,105,3042,0
38.57,85,2733,0
39.12,85,2823,0
39.0,72,3448,0
38.22,85,3783,0
38.09,97,2962,0
38.6,91,3266,0
39.74,104,3821,0
38.29,103,2253,0
39.09,100,3429,0
39.78,80,3672,0
37.34,102,2828,0
37.06,73,2855,0
38.81,77,1715,0
38.85,99,2640,0
38.25,82,2691,0
39.19,80,2847,0
39.55,82,2939,0
39.91,82,2874,0
39.65,86,3091,0
38.23,91,3009,0
38.46,107,3511,0
37.83,65,2377,0
37.88,104,4125,0
40.17,69,3499,0
37.98,96,3566,0
38.43,77,2947,0
38.01,67,2373,0
39.76,98,3160,0
38.89,99,2954,0
38.77,99,2974,0
37.97,109,3359,0
39.93,98,3769,0
39.7,99,3263,0
38.67,79,2571,0
37.92,65,2216,0
37.66,77,2702,0
38.07,103,3368,0
39.52,108,3110,0
38.43,94,2414,0
38.3,70,3016,0
37.36,83,2815,0
38.71,82,3382,0
37.41,87,3071,0
39.96,91,3241,0
39.26,70,3632,0
39.39,90,3733,0
38.51,123,3408,0
38.55,121,3477,0
40.21,105,3809,0
39.01,114,2937,0
37.27,83,2882,0
38.73,106,2782,0
39.65,86,2952,0
38.55,95,2764,0
38.08,98,2804,0
38.38,90,3407,0
39.46,92,2637,0
39.04,92,2365,0
38.3,90,2340,0
38.17,97,2565,0
38.18,86,3051,0
38.59,88,2495,0
38.32,68,2793,0
38.45,94,2265,0
37.99,76,2368,0
37.87,65,2947,0
38.52,95,3637,0
38.35,90,3187,0
38.26,86,2714,0
38.75,93,3316,0
37.81,103,3435,0
37.38,98,3043,0
38.5,72,2733,0
38.14,98,2755,0
38.88,107,3146,0
38.39,85,2125,0
38.02,91,2577,0
39.01,85,3247,0
37.81,118,3710,0
39.68,123,3392,0
38.56,110,2709,0
37.94,78,3065,0
37.42,61,2990,0
37.97,81,2670,0
38.95,86,3409,0
38.24,94,3765,0
37.92,79,2950,0
39.07,102,3789,0
38.87,76,3151,0
37.67,100,2696,0
37.6,94,2577,0
38.45,96,2767,0
37.55,72,2251,0
39.24,110,3316,0
39.49,77,3463,0
38.98,84,2661,0
37.31,75,1986,0
38.69,88,3124,0
38.85,70,3349,0
38.49,74,3428,0
38.34,79,2949,0
38.19,102,3292,0
37.82,99,3656,0
37.73,84,2729,0
38.49,95,2893,0
38.4,103,2765,0
38.47,92,3334,0
38.67,96,3515,0
37.71,61,2375,0
38.58,80,3126,0
37.6,64,2277,0
37.53,79,2829,0
37.27,85,2528,0
38.54,111,2791,0
38.84,67,2404,0
39.35,107,2772,0
39.29,98,3765,0
39.01,91,3349,0
37.47,92,3852,0
38.44,83,3782,0
39.36,97,3095,0
38.78,112,3843,0
39.35,106,2587,0
37.12,77,2990,0
38.09,92,2271,0
38.13,94,2393,0
38.25,114,2559,0
39.3,95,3714,0
39.7,96,3533,0
37.49,90,2886,0
39.4,69,3548,0
37.67,97,2588,0
38.67,112,3646,0
38.64,97,2526,0
38.88,86,3627,0
38.48,105,3314,0
38.47,107,3192,0
37.2,104,3371,0
36.91,80,2446,0
39.15,99,3255,0
37.74,84,2419,0
39.78,105,2890,0
38.5,102,3106,0
37.5,73,3162,0
38.1,83,2758,0
38.54,82,3091,0
38.67,123,2601,0
37.85,81,2283,0
38.51,102,3473,0
38.63,73,3017,0
37.44,74,4146,0
38.64,103,2787,0
39.26,88,3115,0
39.82,100,3431,0
37.98,81,3054,0
38.42,109,3886,0
38.45,77,3197,0
38.83,107,2513,0
39.0,66,2600,0
38.77,67,2100,0
37.77,63,2479,0
37.51,93,2960,0
38.46,90,3014,0
38.02,76,2483,0
39.06,95,2996,0
39.24,103,3951,0
39.4,91,3478,0
37.17,97,3433,0
38.1,95,2945,0
38.44,83,2573,0
37.69,75,2978,0
38.48,114,2612,0
37.53,80,2529,0
38.37,94,3209,0
40.31,94,2726,0
39.01,101,2985,0
39.49,110,3274,0
39.98,85,3194,0
38.9,98,3559,0
39.2,96,3127,0
38.56,89,2758,0
37.75,99,2797,0
39.13,129,3793,0
38.78,81,3468,0
37.62,84,3487,0
37.68,73,2956,0
38.96,89,2623,0
37.94,81,1539,0
38.83,99,2265,0
38.06,78,3614,0
39.45,100,3394,0
39.18,120,4129,0
38.49,81,2231,0
38.02,98,2940,0
38.93,90,3359,0
39.41,84,2651,0
38.76,58,2467,0
37.47,82,3397,0
38.79,99,2898,0
37.98,64,2721,0
38.45,94,3072,0
38.81,115,3176,0
39.19,97,3858,0
37.61,88,3348,0
39.41,102,2971,0
37.91,106,2710,0
37.99,59,2547,0
38.64,87,2106,0
38.51,98,2456,0
38.99,97,3294,0
38.16,80,3267,0
38.07,75,3008,0
38.25,110,3295,0
38.21,84,3654,0
38.47,101,3953,0
38.54,90,3012,0
37.37,86,2967,0
38.11,69,2729,0
40.1,103,2963,0
37.3,88,2584,0
38.73,112,2199,0
39.3,83,3581,0
37.53,83,2412,0
38.44,90,3342,0
38.87,84,3125,0
37.29,95,3288,0
38.56,96,3065,0
37.89,65,2842,0
39.22,77,3672,0
38.24,100,2757,0
38.68,89,2836,0
38.09,89,3280,0
38.28,91,3407,0
38.08,88,3428,0
40.07,116,3929,0
37.16,79,2066,0
39.15,96,3274,0
37.02,87,2956,0
37.45,91,2370,0
39.5,112,3439,0
40.78,117,3622,0
38.2,95,3544,0
39.69,96,3175,0
37.42,111,2903,0
39.03,115,2493,0
37.53,109,3427,0
38.78,75,3602,0
38.65,113,2479,0
38.57,77,2011,0
38.55,91,2329,0
37.92,91,3107,0
38.85,125,2930,0
38.64,53,1592,0
38.83,107,3866,0
38.16,68,3131,0
39.24,74,2784,0
38.14,88,2716,0
40.47,109,2843,0
38.33,107,3374,0
37.23,54,2445,0
38.8,83,2918,0
39.09,84,3172,0
37.17,85,2513,0
38.04,90,3227,0
37.63,69,2829,0
38.47,79,2939,0
38.59,107,2590,0
37.8,113,2755,0
37.18,80,2693,0
39.64,88,3414,0
38.97,90,3085,0
37.03,87,2198,0
36.75,78,2791,0
36.62,78,3408,0
39.23,88,2933,0
38.39,98,2975,0
38.42,79,3013,0
38.51,99,4174,0
38.12,78,2983,0
39.0,84,3312,0
39.42,113,3844,0
39.11,85,2589,0
38.23,75,3592,0
37.31,78,2950,0
37.87,92,3151,0
38.49,80,2848,0
38.97,96,2381,0
37.72,98,2645,0
38.15,86,2170,0
38.5,93,3481,0
38.87,84,2353,0
38.32,92,3234,0
38.84,87,3480,0
38.96,72,3373,0
38.78,111,3422,0
39.07,89,2649,0
36.78,94,3142,0
38.99,103,2314,0
37.89,87,3435,0
39.19,70,3224,0
37.3,72,3369,0
38.16,87,2970,0
39.08,71,3172,0
39.39,116,3759,0
37.26,56,2763,0
39.4,105,3090,0
38.17,79,3035,0
38.87,83,2664,0
38.21,103,3119,0
37.65,76,3270,0
38.44,120,3417,0
38.73,129,4224,0
39.51,83,3434,0
38.17,89,3286,0
38.06,97,3696,0
38.4,117,3775,0
38.03,113,2475,0
39.22,91,3169,0
38.31,88,3158,0
38.64,81,2439,0
38.47,91,4183,0
38.11,63,3160,0
38.03,74,1672,0
37.92,76,3240,0
38.85,92,3432,0
37.84,84,2754,0
38.55,87,2747,0
37.66,91,2913,0
37.97,108,3692,0
37.68,97,2746,0
38.13,126,2895,0
38.56,73,2533,0
39.3,96,3834,0
39.05,120,4283,0
37.98,96,3201,0
37.91,98,3545,0
37.65,66,3132,0
38.35,102,2870,0
38.43,93,2660,0
36.98,79,2736,0
39.56,91,4201,0
37.2,93,2469,0
38.64,104,2998,0
39.17,106,3012,0
38.81,80,3635,0
38.04,71,3145,0
38.15,97,2604,0
38.62,93,3469,0
39.47,88,2865,0
38.2,77,3378,0
39.43,98,3962,0
37.55,105,3421,0
39.73,77,3262,0
39.03,94,3631,0
38.05,80,2932,0
38.09,102,3454,0
39.54,107,3533,0
38.19,82,2811,0
38.63,73,3496,0
38.98,77,3324,0
38.83,87,3345,0
37.01,62,2433,0
37.6,79,2646,0
39.09,90,2757,0
38.52,76,2990,0
38.58,74,2816,0
38.93,116,3735,0
38.93,95,3347,0
38.17,88,2935,0
39.22,92,3076,0
39.91,80,2377,0
39.45,102,3110,0
39.23,116,2842,0
38.34,70,2838,0
38.49,99,3498,0
38.57,97,3566,0
38.27,97,3922,0
38.45,94,3561,0
38.7,77,3615,0
38.19,93,3173,0
39.18,103,2983,0
37.88,86,2740,0
38.51,94,3247,0
39.19,102,3475,0
37.73,86,3159,0
37.31,74,2359,0
39.0,86,2702,0
38.17,103,3379,0
38.94,118,2755,0
38.55,60,2839,0
39.38,139,3683,0
38.28,98,3374,0
38.94,97,3174,0
38.96,98,2921,0
38.55,65,2354,0
38.8,79,3001,0
37.6,81,3238,0
39.54,87,2801,0
38.59,98,2465,0
37.93,83,2609,0
38.28,89,3588,0
36.74,75,2942,0
39.32,89,3400,0
37.16,91,2085,0
38.83,100,4059,0
38.56,90,3226,0
38.36,75,3140,0
39.38,108,3200,0
37.46,73,2727,0
38.42,96,2313,0
38.39,108,2566,0
37.96,99,3443,0
38.02,69,2231,0
38.81,85,3015,0
39.52,104,2859,0
38.61,89,2993,0
39.18,99,3678,0
37.75,80,2355,0
38.29,97,2664,0
39.38,83,2414,0
37.97,87,3564,0
37.11,70,1949,0
38.64,90,2955,0
38.78,67,3391,0
38.65,83,2499,0
38.19,116,3338,0
38.85,95,3497,0
38.43,88,3089,0
38.27,99,3159,0
38.01,75,2565,0
39.53,86,2824,0
39.99,129,3919,0
38.56,76,3264,0
39.16,79,2918,0
38.47,87,2020,0
39.2,108,2589,0
39.51,85,3643,0
39.06,88,3374,0
38.49,92,2906,0
37.09,47,2134,0
39.35,103,3383,0
38.11,93,2698,0
38.89,79,2773,0
38.71,111,3753,0
38.99,89,3371,0
38.34,84,3179,0
38.05,90,2230,0
38.52,97,3334,0
38.72,77,3146,0
38.66,111,2874,0
39.14,91,2464,0
39.44,80,2677,0
37.83,74,3535,0
38.07,80,2409,0
38.68,97,2609,0
37.82,75,3302,0
38.05,84,2483,0
38.86,110,3172,0
37.59,87,3300,0
39.16,109,2768,0
37.78,100,2587,0
39.31,100,3214,0
39.13,82,3549,0
40.04,92,3163,0
36.94,77,3082,0
39.23,84,2933,0
39.08,88,3745,0
38.96,80,3130,0
37.6,113,2730,0
37.64,61,2903,0
38.09,83,2842,0
38.22,65,3136,0
39.31,96,3574,0
37.58,85,2725,0
37.11,79,2179,0
38.79,94,2491,0
38.75,86,2432,0
38.43,96,2978,0
38.54,102,3056,0
39.85,108,4120,0
39.02,115,3571,0
38.14,82,3628,0
39.12,87,3121,0
39.54,91,2989,0
38.42,71,3131,0
38.21,66,2973,0
38.14,79,2490,0
38.84,98,3542,0
38.17,75,2142,0
38.68,131,4319,0
38.54,84,2015,0
38.56,94,3291,0
38.98,107,2993,0
38.71,99,3878,0
38.66,67,2969,0
36.97,85,3130,0
37.81,90,2666,0
39.06,93,2087,0
38.06,81,2412,0
39.27,87,3434,0
39.27,94,1943,0
38.8,98,3264,0
39.45,115,2653,0
38.69,117,4297,0
38.12,73,3114,0
38.29,81,2222,0
38.74,74,3477,0
39.52,117,3381,0
38.03,71,2866,0
37.3,98,3480,0
37.52,115,2766,0
37.44,109,2596,0
38.23,76,3132,0
38.42,104,2849,0
39.28,90,2390,0
38.67,67,2256,0
39.13,95,4008,0
37.94,94,3135,0
37.84,107,2210,0
37.89,93,1878,0
39.57,109,3943,0
38.3,99,4278,0
38.9,69,2770,0
37.97,81,3144,0
38.72,101,2563,0
38.46,69,2155,0
39.23,93,3490,0
38.39,86,3440,0
37.77,77,3020,0
38.89,124,2927,0
38.72,84,2262,0
37.33,55,2880,0
40.12,87,2789,0
39.31,87,2884,0
38.26,84,2649,0
38.25,76,3409,0
39.25,110,2694,0
38.94,103,3067,0
37.85,85,2060,0
38.34,96,3216,0
38.56,99,3065,0
38.6,36,3259,0
38.19,76,1947,0
38.39,87,2519,0
38.87,104,3666,0
38.05,107,2586,0
38.54,108,3139,0
36.64,102,2470,0
38.04,91,3260,0
38.91,86,2999,0
38.47,108,3063,0
38.17,95,2622,0
39.32,102,3552,0
38.22,94,4189,0
39.85,106,3779,0
37.47,74,3452,0
39.25,104,3592,0
39.16,90,2835,0
39.39,83,3757,0
37.2,85,3054,0
38.38,95,2081,0
37.41,73,2392,0
38.12,72,2637,0
38.56,81,3180,0
37.7,100,2807,0
39.31,102,3178,0
38.09,60,3524,0
38.45,98,2398,0
38.83,73,3062,0
38.56,102,3381,0
38.39,85,3677,0
36.41,65,2222,0
38.75,81,2718,0
38.25,92,3048,0
36.44,86,2262,0
37.96,50,1836,0
37.59,58,2718,0
36.72,98,3445,0
39.38,112,2806,0
38.7,83,2730,0
37.48,82,3010,0
38.86,109,3500,0
37.62,97,3065,0
38.64,108,3307,0
38.81,83,3914,0
39.2,123,3152,0
38.07,89,3105,0
38.85,99,3196,0
38.76,76,2532,0
39.09,67,2383,0
39.02,89,3632,0
37.99,100,2131,0
38.44,87,3145,0
39.29,104,3017,0
38.93,115,2750,0
38.16,81,3600,0
39.18,69,2654,0
38.84,104,3109,0
39.25,108,2589,0
38.22,46,3092,0
39.51,104,4540,0
39.02,89,3210,0
39.03,107,3129,0
38.15,73,2779,0
39.03,93,3349,0
38.06,91,3359,0
38.04,86,2542,0
38.7,96,3180,0
38.22,78,1873,0
38.62,73,3801,0
39.2,117,3747,0
39.96,89,2932,0
37.95,91,2751,0
39.17,103,2537,0
38.96,104,2369,0
38.41,59,2190,0
38.75,77,2915,0
38.86,96,2573,0
38.68,102,2848,0
37.93,84,3420,0
39.03,70,4041,0
38.39,80,2785,0
37.08,73,1994,0
38.34,113,2772,0
38.53,75,2812,0
38.84,77,2885,0
38.94,77,2810,0
38.63,99,3244,0
37.69,78,2461,0
38.28,118,3731,0
37.84,111,3417,0
38.46,103,2387,0
37.58,94,2873,0
38.21,92,3348,0
38.21,102,2878,0
37.12,82,2686,0
37.71,77,2352,0
38.61,108,3044,0
38.1,97,3647,0
39.13,98,3174,0
39.16,93,2073,0
37.78,78,3522,0
39.65,109,3079,0
38.79,77,2771,0
37.75,75,2846,0
39.08,116,3760,0
38.56,92,3230,0
37.65,63,1808,0
38.2,100,3134,0
38.68,107,3457,0
38.65,93,3069,0
37.98,81,2157,0
38.71,108,3721,0
38.91,78,3859,0
39.29,70,3032,0
37.7,96,3288,0
37.7,66,1725,0
38.04,82,2269,0
38.92,105,3058,0
38.66,105,3921,0
39.16,76,3044,0
38.39,67,3272,0
38.0,71,2903,0
38.42,93,2330,0
39.49,103,3832,0
38.84,76,3402,0
39.57,91,3021,0
38.95,104,2760,0
38.36,71,3004,0
38.07,73,2548,0
39.39,103,2727,0
39.03,74,3785,0
38.06,87,2816,0
38.1,102,2952,0
37.74,91,3001,0
39.7,103,3541,0
40.02,112,3512,0
38.57,91,3093,0
37.92,71,2694,0
38.16,65,2900,0
37.99,88,3412,0
38.26,105,3498,0
38.93,91,2418,0
38.77,73,3416,0
37.82,95,2846,0
36.94,74,2821,0
38.05,100,2155,0
38.92,82,2989,0
38.96,99,2772,0
39.68,76,3146,0
38.25,74,2969,0
37.91,78,2896,0
39.28,87,3046,0
38.96,108,3077,0
38.81,94,3572,0
38.88,107,3515,0
38.86,95,3507,0
38.37,70,4171,0
37.17,95,2695,0
40.08,68,3865,0
37.89,88,2983,0
38.5,105,3537,0
37.89,92,1724,0
38.73,68,2950,0
38.5,94,3260,0
37.58,90,2444,0
38.24,88,3121,0
38.44,88,3292,0
38.12,80,3312,0
38.41,62,2282,0
37.84,48,3326,0
39.87,110,3932,0
37.58,82,2236,0
38.59,105,2291,0
38.37,99,3305,0
39.13,95,3535,0
37.71,72,2699,0
38.97,94,2424,0
37.6,71,2195,0
38.27,77,2585,0
39.21,108,3139,0
37.83,90,2845,0
39.46,96,2738,0
37.85,116,3396,0
38.01,69,2940,0
38.15,102,3697,0
38.03,103,2484,0
37.86,93,3421,0
38.65,94,3296,0
37.72,96,1872,0
39.15,85,2824,0
37.29,74,2972,0
38.61,109,2981,0
38.09,86,3124,0
38.57,77,3443,0
39.11,91,4299,0
39.61,109,3756,0
38.04,97,3033,0
38.65,112,3616,0
38.09,74,2311,0
37.98,95,3179,0
38.77,119,3552,0
38.33,70,3922,0
39.27,106,3255,0
37.36,72,1248,0
37.82,74,3015,0
37.6,79,3166,0
39.94,89,2740,0
37.95,94,2618,0
37.97,96,2520,0
37.59,73,2922,0
39.1,92,2676,0
37.76,66,3497,0
38.57,94,3056,0
37.84,121,2894,0
39.14,113,3724,0
39.04,99,3190,0
39.47,101,3233,0
37.14,51,2606,0
37.07,100,2455,0
38.0,83,2378,0
38.03,93,3206,0
39.5,70,3603,0
38.47,87,2584,0
38.39,94,3821,0
39.65,106,2684,0
39.17,95,3775,0
39.09,98,2715,0
38.74,108,2968,0
38.68,83,3025,0
38.06,77,2100,0
38.48,104,3557,0
38.28,97,3273,0
38.03,105,3052,0
38.19,72,3089,0
39.21,116,3194,0
39.32,90,4034,0
38.78,94,3336,0
38.88,97,3637,0
37.31,91,3082,0
38.26,95,2475,0
38.34,114,3574,0
38.8,101,2056,0
38.45,98,3023,0
38.27,94,2779,0
38.48,74,3272,0
38.3,84,3106,0
38.19,78,3203,0
37.73,69,2766,0
39.21,97,3322,0
37.98,74,2692,0
38.5,75,2841,0
39.11,95,2507,0
38.19,102,2634,0
38.03,103,3547,0
38.06,102,3678,0
38.59,94,3911,0
39.5,95,3322,0
38.51,104,2638,0
38.39,83,3311,0
38.08,50,2601,0
37.18,83,3256,0
37.69,86,2433,0
38.24,101,2737,0
37.96,89,3311,0
37.87,108,2712,0
37.91,94,2911,0
37.5,82,2387,0
38.44,97,2294,0
37.19,90,2532,0
37.88,95,2937,0
38.98,75,3105,0
36.88,70,2817,0
39.56,63,3294,0
39.16,93,4086,0
37.81,95,3348,0
38.76,103,2728,0
38.67,114,3071,0
38.89,123,3244,0
39.16,105,2424,0
39.42,91,2617,0
39.0,87,3633,0
39.02,108,3368,0
37.83,70,2934,0
38.73,90,2104,0
37.48,80,2074,0
39.13,82,3303,0
38.38,80,2921,0
38.89,114,2890,0
37.64,75,2510,0
38.26,88,2053,0
38.31,104,3158,0
38.46,105,3010,0
37.92,112,1919,0
38.3,72,2622,0
38.28,78,2849,0
38.55,78,2796,0
38.48,111,3112,0
38.82,70,2736,0
38.45,72,3055,0
38.45,106,3000,0
39.12,117,4855,0
39.64,90,3603,0
38.63,109,3478,0
39.01,58,3598,0
38.54,87,3788,0
39.08,83,3615,0
37.78,70,2229,0
37.19,97,2149,0
40.09,90,2540,0
37.9,86,3283,0
40.53,99,2524,0
38.63,90,3322,0
38.89,87,2635,0
37.96,83,2928,0
38.75,84,3138,0
39.63,98,3694,0
38.09,123,3127,0
39.84,101,3422,0
38.47,90,3531,0
37.96,108,3976,0
38.87,115,3452,0
39.36,91,3678,0
38.59,69,2722,0
37.05,53,2692,0
37.96,89,2812,0
37.89,77,3281,0
38.27,76,2458,0
38.99,82,3458,0
38.82,80,3816,0
37.94,89,2925,0
39.12,85,4125,0
37.7,100,2678,0
37.81,96,3632,0
38.29,85,2540,0
37.04,86,2779,0
38.88,76,2341,0
39.83,94,2451,0
38.57,98,2423,0
38.63,93,3149,0
38.51,91,2413,0
37.57,78,3477,0
38.09,96,3316,0
38.85,104,2457,0
37.8,69,1883,0
38.53,85,2884,0
39.51,95,3070,0
39.11,111,3537,0
40.03,95,3432,0
38.15,77,3081,0
38.65,102,2777,0
38.31,96,3859,0
37.17,63,3158,0
37.47,88,2475,0
39.0,68,2539,0
38.83,89,2893,0
36.53,57,2892,0
38.22,82,3168,0
39.26,84,3262,0
38.49,100,3354,0
37.53,90,3494,0
38.89,77,2827,0
37.71,74,2629,0
38.66,75,3316,0
38.74,90,3024,0
38.7,103,3052,0
39.55,109,3345,0
37.48,119,3699,0
37.07,103,3021,0
37.05,98,3684,0
37.83,110,3139,0
38.8,102,4059,0
37.79,113,3037,0
39.02,81,3445,0
37.34,84,3029,0
38.1,100,3098,0
37.89,82,4180,0
37.29,102,2712,0
38.73,84,2647,0
38.4,103,3661,0
38.68,87,3290,0
38.8,75,2799,0
39.35,71,3706,0
38.12,91,2487,0
39.41,82,4117,0
39.25,77,2746,0
38.13,114,3473,0
38.31,90,2667,0
38.1,78,1887,0
38.2,113,3551,0
37.45,80,3214,0
38.43,82,2783,0
38.61,98,3912,0
38.09,106,3192,0
38.51,68,3259,0
38.53,89,2921,0
37.06,76,3022,0
36.97,80,2818,0
39.22,108,2536,0
38.8,101,3043,0
38.35,106,3124,0
38.7,107,3552,0
38.21,98,2610,0
38.44,91,3095,0
37.94,80,2907,0
38.13,94,2841,0
38.14,94,3155,0
37.06,89,3205,0
38.75,96,2411,0
40.34,116,3231,0
38.14,105,2255,0
37.52,82,2749,0
36.91,102,2913,0
38.69,100,3381,0
38.67,115,3183,0
38.61,127,2758,0
38.42,80,2921,0
39.34,79,2577,0
38.13,60,2453,0
38.19,89,3658,0
38.66,119,3160,0
39.12,83,3642,0
38.66,107,3785,0
39.76,106,4234,0
38.68,96,3262,0
38.15,87,2451,0
38.8,83,2912,0
38.54,107,3489,0
39.3,102,2623,0
37.9,108,3451,0
38.7,96,2988,0
38.86,100,3862,0
38.12,101,3960,0
37.34,89,3168,0
37.61,80,2162,0
39.63,106,3761,0
37.41,77,3088,0
37.89,79,3839,0
38.4,84,2308,0
39.32,78,2310,0
38.71,88,2360,0
38.33,89,3624,0
37.99,100,3541,0
38.43,109,2645,0
37.69,104,3187,0
38.44,86,2707,0
37.99,89,2623,0
38.84,113,3190,0
38.1,80,2007,0
38.93,90,3446,0
38.6,83,2736,0
37.99,80,2215,0
37.9,95,2561,0
38.74,96,3065,0
39.75,103,2786,0
38.43,93,2880,0
38.88,103,2556,0
38.47,91,2973,0
37.51,56,2967,0
38.31,93,1786,0
38.3,73,3065,0
39.61,120,4342,0
39.67,105,3648,0
37.8,76,2874,0
38.59,90,2879,0
38.05,79,2134,0
39.45,90,2711,0
39.35,100,2805,0
37.42,73,2227,0
39.21,65,2964,0
37.27,82,3191,0
38.09,75,2347,0
39.15,86,2705,0
37.77,102,3545,0
38.61,101,2563,0
38.17,94,2512,0
37.59,76,2867,0
38.04,91,3076,0
38.47,66,2567,0
38.04,93,2582,0
38.55,74,2973,0
38.9,104,4054,0
38.44,94,3116,0
38.05,108,2002,0
38.26,82,3232,0
37.23,71,2305,0
37.1,79,1688,0
37.93,73,2001,0
39.6,78,2953,0
37.77,98,2936,0
37.94,77,2467,0
36.29,84,2458,0
37.81,84,2505,0
38.14,93,2482,0
38.53,81,2812,0
38.47,87,2464,0
38.35,103,2883,0
38.31,90,2888,0
39.33,96,2182,0
38.76,104,3033,0
38.13,91,3584,0
38.9,113,3802,0
39.09,101,3644,0
38.56,126,3190,0
37.93,86,2372,0
38.36,87,3156,0
37.96,85,3157,0
38.89,97,3087,0
38.06,91,2841,0
37.81,64,2451,0
38.4,70,2664,0
39.21,96,2757,0
38.5,62,2880,0
38.77,114,2874,0
38.13,75,2439,0
39.12,93,2804,0
37.98,103,2474,0
38.49,79,2876,0
38.08,74,3417,0
39.25,85,2749,0
36.97,82,3035,0
37.7,83,2599,0
38.6,84,3504,0
39.58,106,3210,0
38.88,79,3373,0
38.77,99,3579,0
38.46,78,2953,0
37.85,70,2015,0
38.45,94,3490,0
38.83,86,2830,0
39.97,83,3045,0
38.11,92,4137,0
37.91,75,3208,0
38.07,85,3211,0
38.14,99,2850,0
40.26,85,4510,0
38.09,111,2858,0
39.37,77,3827,0
38.45,89,2803,0
38.45,113,3185,0
38.73,99,3005,0
